localidad,NOMBRE EFECTOR COMUNITARIO,RNEJyP,CÓDIGO ACTIVIDAD 2014 MODIFICADO,TALLER,nombre_a,calle,numero,partido,provincia,codpostal,distrito,edificio,piso,dpto,barrio,fax
LLAVALLOL,20 DE SEPTIEMBRE,02-066-008-630,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 20 DE SETIEMBRE,DARDO ROCHA  *,582,L DE ZAMORA,2,1836,1,,,,,4298-8049*
LLAVALLOL,20 DE SEPTIEMBRE,02-066-008-630,,1408 - ARTESANÍAS / MANUALIDADES,C JYP 20 DE SETIEMBRE,DARDO ROCHA  *,582,L DE ZAMORA,2,1836,1,,,,,4298-8049*
LLAVALLOL,20 DE SEPTIEMBRE,02-066-008-630,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP 20 DE SETIEMBRE,DARDO ROCHA  *,582,L DE ZAMORA,2,1836,1,,,,,4298-8049*
LANUS OESTE,LA FRONTERA,02-058-001-761,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP LA FRONTERA,MAGALLANES,3338,LANUS,2,1824,0,,,,,REF.4276-1620*
LANUS OESTE,LA FRONTERA,02-058-001-761,,1408 - ARTESANÍAS / MANUALIDADES,C JYP LA FRONTERA,MAGALLANES,3338,LANUS,2,1824,0,,,,,REF.4276-1620*
LANUS OESTE,LA FRONTERA,02-058-001-761,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA FRONTERA,MAGALLANES,3338,LANUS,2,1824,0,,,,,REF.4276-1620*
LANUS OESTE,LA FRONTERA,02-058-001-761,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LA FRONTERA,MAGALLANES,3338,LANUS,2,1824,0,,,,,REF.4276-1620*
L DE ZAMORA,DAME TU MANO,02-066-001-772,1106 - Danzas,1106 - DANZAS,C JYP DAME TU MANO L DE ZAMORA,FELIPE BOERO,768,L DE ZAMORA,2,1832,1,,,,,4282-6012 */ 2327*
L DE ZAMORA,DAME TU MANO,02-066-001-772,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DAME TU MANO L DE ZAMORA,FELIPE BOERO,768,L DE ZAMORA,2,1832,1,,,,,4282-6012 */ 2327*
LANUS OESTE,NUESTRO PARAISO,02-058-009-913,,1101 - GIMNASIA,C JYP NUESTRO PARAISO,MINISTRO BRIN,3515,LANUS,2,1826,0,,,,,4240-8061*
LANUS OESTE,NUESTRO PARAISO,02-058-009-913,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP NUESTRO PARAISO,MINISTRO BRIN,3515,LANUS,2,1826,0,,,,,4240-8061*
LANUS OESTE,NUESTRO PARAISO,02-058-009-913,,1103 - TÉCNICAS DE TRABAJO CORPORAL,C JYP NUESTRO PARAISO,MINISTRO BRIN,3515,LANUS,2,1826,0,,,,,4240-8061*
L DE ZAMORA,NUESTRA AMISTAD,02-066-001-623,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP NUESTRA AMISTAD,DIAZ VELEZ *,  368,L DE ZAMORA,2,1832,1,,,,,REF- 4283-4795*
VILLA CARAZA,LUZ Y VIDA,02-058-003-759,,1408 - ARTESANÍAS / MANUALIDADES,C JYP LUZ Y VIDA DE VILLA CARAZA,MARCOS AVELLANEDA,3875,LANUS,2,1824,0,,,,,42624697
VILLA CARAZA,LUZ Y VIDA,02-058-003-759,,1101 - GIMNASIA,C JYP LUZ Y VIDA DE VILLA CARAZA,MARCOS AVELLANEDA,3875,LANUS,2,1824,0,,,,,42624697
MALVINAS ARGENTINAS,BARRIO LINDO,02-003-012-755,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP BARRIO LINDO,PORTUGAL,2980,ALTE BROWN,2,1846,1,,,,,
LANUS OESTE,AMOR Y PAZ,02-058-001-416,,1408 - ARTESANÍAS / MANUALIDADES,C JYP AMOR Y PAZ,EMILIO CASTRO *,1728,LANUS,2,1824,0,,,,,4262-5658 * PTE
LANUS OESTE,AMOR Y PAZ,02-058-001-416,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP AMOR Y PAZ,EMILIO CASTRO *,1728,LANUS,2,1824,0,,,,,4262-5658 * PTE
MALVINAS ARGENTINAS,BARRIO LINDO,02-003-012-755,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP BARRIO LINDO,PORTUGAL,2980,ALTE BROWN,2,1846,1,,,,,
MALVINAS ARGENTINAS,BARRIO LINDO,02-003-012-755,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP BARRIO LINDO,PORTUGAL,2980,ALTE BROWN,2,1846,1,,,,,
ESCALADA,FE Y ESPERANZA,02-058-001-500,,1101 - GIMNASIA,C JYP FE Y ESPERANZA,ALLENDE,2631,LANUS,2,1826,0,,,,,4230-4411*
LLAVALLOL,LAVALLOL,02-066-008-174,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE LLAVALLOL,DIEGO GIBSON,237,LOMAS DE ZAMORA,2,1836,1,,,,,4231-1825*
BURZACO,MALVINAS ARGENTINAS,02-003-002-128,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP MALVINAS ARGENTINAS,2 DE ABRIL *,1753,ALTE. BROWN,2,1852,1,,,,,4238-1221*
DOCK SUD,FACUNDO QUIROGA,02-004-002-232,,1101 - GIMNASIA,CENTRO DE JYP FACUNDO QUIROGA DE DOCK SUD,25 DE MAYO*,1386,AVELLANEDA,2,1872,2,,,,,REF. 4204-7395*
BURZACO,MALVINAS ARGENTINAS,02-003-002-128,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP MALVINAS ARGENTINAS,2 DE ABRIL *,1753,ALTE. BROWN,2,1852,1,,,,,4238-1221*
LANUS ESTE,SFCYY LAN┌S ESTE,02-058-001-455,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE LANUS ESTE,VICENTE DAMONTE *,753,LANUS,2,1846,0,,,,,4249-2022-4225-7453
TEMPERLEY,LOS INVENCIBLES,02-003-011-318,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,"CENTRO DE JYP ""LOS INVENCIBLES""",YERBAL,912,LOMAS DE ZAMORA,2,1834,0,,,,,REF. 260-2299*
TEMPERLEY,LOS INVENCIBLES,02-003-011-318,1106 - Danzas,1106 - DANZAS,"CENTRO DE JYP ""LOS INVENCIBLES""",YERBAL,912,LOMAS DE ZAMORA,2,1834,0,,,,,REF. 260-2299*
TEMPERLEY,LOS INVENCIBLES,02-003-011-318,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CENTRO DE JYP ""LOS INVENCIBLES""",YERBAL,912,LOMAS DE ZAMORA,2,1834,0,,,,,REF. 260-2299*
TRISTAN SUAREZ,ADHERENTES LA CAUTIVA,02-033-013-201,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JRP Y ADHERENTES LA CAUTIVA,GRAL PAZ,231,,2,1806,0,,,,,
TRISTAN SUAREZ,ADHERENTES LA CAUTIVA,02-033-013-201,,1101 - GIMNASIA,C JRP Y ADHERENTES LA CAUTIVA,GRAL PAZ,231,,2,1806,0,,,,,
BANFIELD*,INDEPENDENCIA,02-066-002-695,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP INDEPENDENCIA,FONRROUGE*,1878,L DE ZAMORA*,2,1828,1,,,,,4264-4416
VALENTIN  ALSINA,MARIO AMAYA,02-058-010-517,1110 - Danzas tango,1110 - DANZAS TANGO,C JUB MARIO AMAYA VALENTIN ALSINA,RICARDO BALBIN,821,LANUS,2,1822,0,,,,,4209-2306*
RAFAEL CALZADA,DE R DE CALZADA,02-003-010-304,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C REC DE JYP DE RAFAEL CALZADA,CORONEL ARIAS,1345,ALMIRANTE BROWN,2,1847,1,,,,,REF. 42912229*
LANUS ESTE,VILLA BARCELO,02-058-001-173,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP VILLA BARCELO,AGUILAR,3468,LANUS,2,1825,0,,,,,4246-4457*
RAFAEL CALZADA,C.A.S.J.U.P.E,02-003-010-099,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE RAFAEL CALZADA,FALUCHO,3000,ALMIRANTE BROWN,2,1847,1,,,,,REF. 4236-5287*
VILLA DIAMANTE,V. PROGRESO Y DIAMANTE,02-004-024-410,1106 - Danzas,1106 - DANZAS,C JYP DE VILLA PROGRESO Y DIAMANTE,MANUELA PEDRAZA,3241,LANUS,2,1824,0,,,,,REF. 15-62885032*
VILLA DIAMANTE,V. PROGRESO Y DIAMANTE,02-004-024-410,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE VILLA PROGRESO Y DIAMANTE,MANUELA PEDRAZA,3241,LANUS,2,1824,0,,,,,REF. 15-62885032*
WILDE,JUAN B. ALBERTI,02-004-027-521,,1408 - ARTESANÍAS / MANUALIDADES,CTRO DE JYP JUAN BAUTISTA ALBERDI WILDE,ZEBALLOS *,5652,AVELLANEDA,2,1875,2,,,,,4206-8329*
WILDE,JUAN B. ALBERTI,02-004-027-521,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CTRO DE JYP JUAN BAUTISTA ALBERDI WILDE,ZEBALLOS *,5652,AVELLANEDA,2,1875,2,,,,,4206-8329*
GERLI,AMIGOS Y VECINOS DE GERLI,02-058-004-287,,1403 - TEATRO,C JYP AMIGOS Y VECINOS DE GERLI,RECONQUISTA*,1991,LANUS,2,1870,0,,,,,4203-3616*
GERLI,AMIGOS Y VECINOS DE GERLI,02-058-004-287,,1408 - ARTESANÍAS / MANUALIDADES,C JYP AMIGOS Y VECINOS DE GERLI,RECONQUISTA*,1991,LANUS,2,1870,0,,,,,4203-3616*
GERLI,AMIGOS Y VECINOS DE GERLI,02-058-004-287,,1101 - GIMNASIA,C JYP AMIGOS Y VECINOS DE GERLI,RECONQUISTA*,1991,LANUS,2,1870,0,,,,,4203-3616*
LLAVALLOL,MALVINAS ARGENTINAS - ASOC,02-003-012-887,,1408 - ARTESANÍAS / MANUALIDADES,ASOC JYP MALVINAS ARGENTINAS,BUENOS AIRES *,191,ALMIRANTE BROWN,2,1846,1,,,,,REF. 4296-2571*
LLAVALLOL,MALVINAS ARGENTINAS - ASOC,02-003-012-887,1110 - Danzas tango,1110 - DANZAS TANGO,ASOC JYP MALVINAS ARGENTINAS,BUENOS AIRES *,191,ALMIRANTE BROWN,2,1846,1,,,,,REF. 4296-2571*
LLAVALLOL,MALVINAS ARGENTINAS - ASOC,02-003-012-887,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,ASOC JYP MALVINAS ARGENTINAS,BUENOS AIRES *,191,ALMIRANTE BROWN,2,1846,1,,,,,REF. 4296-2571*
LANUS OESTE,VILLA SEMINARIO,02-058-001-735,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CENTRO DE JYP VILLA SEMINARIO,MANUEL PEDRERA,1869,LANUS,2,1824,0,,,,,REF. 4209-4070*
LANUS OESTE,VILLA SEMINARIO,02-058-001-735,,1201 - MEMORIA,CENTRO DE JYP VILLA SEMINARIO,MANUEL PEDRERA,1869,LANUS,2,1824,0,,,,,REF. 4209-4070*
CLAYPOLE,SAN FRANCISCO SOLANO,02-003-003-875,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO RECREATIVO DE JYP 1º DE NOVIEMBRE DE SOLANO ALMIRANTE BROWN,CAMELIA,420,ALMIRANTE BROWN,2,1849,1,,,,,4277-3938* PTE
TEMPERLEY,LA FRANJA,02-066-027-158,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP. LA FRANJA,GARCIA DEL RIO,906,LOMAS DE ZAMORA,2,1834,1,,,,,4244-4737*
BANFIELD,EL NUEVO AMANECER,02-066-002-790,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP EL NUEVO AMANECER DE BANFIELD,CELINA MINETTO,1181,LOMAS DE ZAMORA,2,1828,1,,,,,4286-5309*
BANFIELD,EL NUEVO AMANECER,02-066-002-790,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EL NUEVO AMANECER DE BANFIELD,CELINA MINETTO,1181,LOMAS DE ZAMORA,2,1828,1,,,,,4286-5309*
LANUS ESTE,VILLA HIGUERITAS,02-058-008-788,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP BARRIO VILLA HIGUERITAS,BUERAS,3467,LANUS,2,1824,0,,,,,REF. 4230-1598*
AVELLANEDA,JUVENTUD PROLONGADA,02-004-001-231,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP JUVENTUD PROLONGADA,LA MADRID,293,AVELLANEDA,2,1870,0,,,,,4207-9969* SEC
LANUS ESTE,VILLA BARCELO,02-058-001-173,,1408 - ARTESANÍAS / MANUALIDADES,C JYP VILLA BARCELO,AGUILAR,3468,LANUS,2,1825,0,,,,,4246-4457*
MONTE GRANDE,4 DE  NOVIEMBRE,02-033-012-100,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 4 DE NOVIEMBRE EDAD DORADA,NUESTRAS MALVINAS,1647,ESTEBAN ECHEVERRIA,2,1842,1,,,,,REF. 4290-8013*
LOMAS DE ZAMORA,CAMINEMOS JUNTOS,02-066-001-153,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP CAMINEMOS JUNTOS,BERMUDEZ*,1570,L DE ZAMORA,2,1832,1,,,,,4298-3264*
SAN JOSE,DESOCUP. NUESTRAS MALVINAS,02-066-027-436,,1101 - GIMNASIA,AGRUP JYP NUESTRAS MALVINAS,GARAY,4553,ALMIRANTE BROWN,2,1846,1,,,,,4264-2020/1479
LANUS OESTE,ALEGR═A DE VIVIR,02-058-001-634,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP ALEGRIA DE VIVIR,LA RIOJA,1942,LANUS,2,1824,0,,,,,REF. 4262-2259*
ADROGUE,SANTIAGO BYNNON,02-003-012-290,,1101 - GIMNASIA,CENTRO DE JYP SANTIAGO JORGE BYNNON,TOLL *,1868,ALMIRANTE BROWN,2,1846,0,,,,,4214-0544*
MONTE GRANDE,9 DE ABRIL,02-033-025-754,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE 9 DE ABRIL,RESTELLI *,1183,ESTEBAN  ECHEVERRIA,2,1839,1,,,,,REF. 155-858-1439*
LANUS ESTE,20 DE JUNIO,02-058-001-024,,1101 - GIMNASIA,C JYP 20 DE JUNIO,BUERAS,3322,LANUS,2,1824,0,,,,,4256-3503*4230-178
LANUS ESTE,20 DE JUNIO,02-058-001-024,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP 20 DE JUNIO,BUERAS,3322,LANUS,2,1824,0,,,,,4256-3503*4230-178
LANUS ESTE,20 DE JUNIO,02-058-001-024,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 20 DE JUNIO,BUERAS,3322,LANUS,2,1824,0,,,,,4256-3503*4230-178
LANUS ESTE,GRAL MADARIAGA,02-058-001-146,,1408 - ARTESANÍAS / MANUALIDADES,C JYP GRAL MADARIAGA,BOLAÑOS,1735,LANUS,2,1824,0,,,,,
LANUS ESTE,GRAL MADARIAGA,02-058-001-146,,1406 - ARTES PLÁSTICAS,C JYP GRAL MADARIAGA,BOLAÑOS,1735,LANUS,2,1824,0,,,,,
TEMPERLEY,ALGO PORQUE VIVIR,02-066-027-681,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP ALGO PORQUE VIVIR,SOLER,450,LOMAS DE ZAMORA,2,1834,1,,,,,REF. 4298-6145*
TEMPERLEY,ALGO PORQUE VIVIR,02-066-027-681,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP ALGO PORQUE VIVIR,SOLER,450,LOMAS DE ZAMORA,2,1834,1,,,,,REF. 4298-6145*
LANUS,MALVINAS ARGENTINAS,02-058-001-133,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP MALVINAS ARGENTINAS,JUAN DE  ZAMORA,4286,LANUS,2,1824,0,,,,,4286-4588*
VALENTIN ALSINA,2 DE ABRIL,02-058-010-202,1110 - Danzas tango,1110 - DANZAS TANGO,CENTRO DE JYP DEL Bº OBRERO - VALENTIN ALSINA - 2 DE ABRIL,CORONEL MOLINEDO,1987,LANUS,2,1822,0,,,,,REF. 4209-4429*
VALENTIN ALSINA,2 DE ABRIL,02-058-010-202,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP DEL Bº OBRERO - VALENTIN ALSINA - 2 DE ABRIL,CORONEL MOLINEDO,1987,LANUS,2,1822,0,,,,,REF. 4209-4429*
LOMAS DE ZAMORA,AYUDAME A VIVIR,02-066-001-895,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP AYUDAME A VIVIR, LUGONES,2587,LOMAS DE ZAMORA,2,1832,1,,,,,REF. 4282-9487*
LOMAS DE ZAMORA,AYUDAME A VIVIR,02-066-001-895,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP AYUDAME A VIVIR, LUGONES,2587,LOMAS DE ZAMORA,2,1832,1,,,,,REF. 4282-9487*
BANFIELD,BANFIELD OESTE,02-066-002-472,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DE BANFIELD OESTE,PENNA JOSE MARIA,1184,LOMAS DE ZAMORA,2,1828,1,,,,,4202-3191
BANFIELD,BANFIELD OESTE,02-066-002-472,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DE BANFIELD OESTE,PENNA JOSE MARIA,1184,LOMAS DE ZAMORA,2,1828,1,,,,,4202-3191
LLAVALLOL,DEL NEUMATICO,02-066-008-402,,1405 - CANTO / CORO,C JYP DEL NEUMATICO FILIAL LLAVALLOL,TUPAC AMARU,353,LOMAS DE ZAMORA,2,1836,1,,,,,4231-1476
LLAVALLOL,DEL NEUMATICO,02-066-008-402,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DEL NEUMATICO FILIAL LLAVALLOL,TUPAC AMARU,353,LOMAS DE ZAMORA,2,1836,1,,,,,4231-1476
LLAVALLOL,DEL NEUMATICO,02-066-008-402,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DEL NEUMATICO FILIAL LLAVALLOL,TUPAC AMARU,353,LOMAS DE ZAMORA,2,1836,1,,,,,4231-1476
VALENTIN ALSINA,ESPACIOS,02-058-010-945,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP ESPACIOS,LINIERS,2747,LANUS,2,1824,0,,,,,REF. 4247-8692*
VALENTIN ALSINA,ESPACIOS,02-058-010-945,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP ESPACIOS,LINIERS,2747,LANUS,2,1824,0,,,,,REF. 4247-8692*
LUIS GUILLON,LOS GUILLONENSES,02-033-011-457,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"SUB-COM DE JYP DEL CLUB SOCIAL Y DEPORTIVO LUIS GUILLON "" LOS GUILLONENSES",FADER,268,ESTEBAN  ECHEVERRIA,2,1838,1,,,,,4290-9125/4296-2065*
ADROGUE,DE ADROGUE,02-003-012-313,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP DE ADROGUE,MURATURE,1060,ALMIRANTE BROWN,2,1846,1,,,,,REF. 4294-8872*
ADROGUE,DE ADROGUE,02-003-012-313,,1101 - GIMNASIA,CENTRO DE JYP DE ADROGUE,MURATURE,1060,ALMIRANTE BROWN,2,1846,1,,,,,REF. 4294-8872*
LANUS ESTE,VILLA LUJAN,02-058-001-056,,1408 - ARTESANÍAS / MANUALIDADES,C JYP VILLA LUJAN,DOMINGO PURITA,2586,LANUS,2,1824,0,,,,,4249-3012*
LANUS ESTE,VILLA LUJAN,02-058-001-056,,1101 - GIMNASIA,C JYP VILLA LUJAN,DOMINGO PURITA,2586,LANUS,2,1824,0,,,,,4249-3012*
WILDE,RINCON DE FATIMA,02-004-009-337,,1101 - GIMNASIA,"CENTRO DE JUBILADOS Y PENSIONADOS ""RINCON DE FATIMA""",POLONIA,750,AVELLANEDA,2,1875,0,,,,,4206-1913*
WILDE,RINCON DE FATIMA,02-004-009-337,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CENTRO DE JUBILADOS Y PENSIONADOS ""RINCON DE FATIMA""",POLONIA,750,AVELLANEDA,2,1875,0,,,,,4206-1913*
LANUS ESTE,GRAL. ALVEAR,02-058-001-329,,1408 - ARTESANÍAS / MANUALIDADES,"CTRO. DE JYP ""GENERAL ALVEAR""",GENERAL ALVEAR,3806,LANUS,2,1824,0,,,,,4289-3966*
LANUS ESTE,GRAL. ALVEAR,02-058-001-329,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CTRO. DE JYP ""GENERAL ALVEAR""",GENERAL ALVEAR,3806,LANUS,2,1824,0,,,,,4289-3966*
VILLA DIAMANTE,LA ESMERALDA,02-058-001-314,,1101 - GIMNASIA,"CTRO DE JYP ""LA ESMERALDA""",JUAN FARREL *,2410,LANUS,2,1824,0,,,,,REF. 4249-0616*
VILLA DIAMANTE,LA ESMERALDA,02-058-001-314,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CTRO DE JYP ""LA ESMERALDA""",JUAN FARREL *,2410,LANUS,2,1824,0,,,,,REF. 4249-0616*
VALENTIN ALSINA,CAMPOS DEL SUR,02-058-010-359,,1101 - GIMNASIA,CENTRO DE JYP CAMPOS DEL SUR,SENADOR QUINDIMIL,3838,LANUS,2,1822,0,,,,,REF. 4209-2870*
VALENTIN ALSINA,CAMPOS DEL SUR,02-058-010-359,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP CAMPOS DEL SUR,SENADOR QUINDIMIL,3838,LANUS,2,1822,0,,,,,REF. 4209-2870*
TEMPERLEY,CLYDWEN DAVIES,02-066-027-353,,1201 - MEMORIA,"""CENTRO DE JYP CLYDWEN DAVIES""",SAN MATEO *,548,LOMAS DE ZAMORA,2,1834,0,,,,,
TEMPERLEY,CLYDWEN DAVIES,02-066-027-353,,1101 - GIMNASIA,"""CENTRO DE JYP CLYDWEN DAVIES""",SAN MATEO *,548,LOMAS DE ZAMORA,2,1834,0,,,,,
LOMAS DE ZAMORA,MANO Y CORAZON,02-066-001-354,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"""CENTRO DE JYP MANO Y CORAZON""",PORTELA *,1637,LOMAS DE ZAMORA,2,1832,0,,,,,4202-1220 TES *
LANUS ESTE,SANTA LUCIA,02-058-001-036,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP SANTA LUCIA,AGUAPEY *,3515,LANUS,2,1824,0,,,,,4289-5384*
LANUS ESTE,SANTA LUCIA,02-058-001-036,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP SANTA LUCIA,AGUAPEY *,3515,LANUS,2,1824,0,,,,,4289-5384*
AVELLANEDA,30 DE OCTUBRE,02-004-001-263,,1408 - ARTESANÍAS / MANUALIDADES,CENTRO DE JYP. 30 DE OCTUBRE,CASTELLI,195,AVELLANEDA,2,1870,0,,,,,
AVELLANEDA,30 DE OCTUBRE,02-004-001-263,,1406 - ARTES PLÁSTICAS,CENTRO DE JYP. 30 DE OCTUBRE,CASTELLI,195,AVELLANEDA,2,1870,0,,,,,
LOMAS DE ZAMORA,EL REENCUENTRO,02-066-001-355,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"""CENTRO DE JYP EL REENCUENTRO""",CASTELLI,1060,LOMAS DE ZAMORA,2,1832,0,,,,,4202-5409*
TEMPERLEY,LUNA DE SAN JOS╔,02-066-028-334,1110 - Danzas tango,1110 - DANZAS TANGO,CENTRO DE JYP LUNA DE SAN JOSE,EL ZORZAL,2796,LOMAS DE ZAMORA,2,1834,0,,,,,REF. 155-581-0201*
TEMPERLEY,LUNA DE SAN JOS╔,02-066-028-334,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP LUNA DE SAN JOSE,EL ZORZAL,2796,LOMAS DE ZAMORA,2,1834,0,,,,,REF. 155-581-0201*
BANFIELD,CASITA DE PLATA,02-066-002-146,,1408 - ARTESANÍAS / MANUALIDADES,C JYP CASITA DE PLATA,TIMOTEO GORDILLO,1355,LOMAS DE ZAMORA,2,1828,1,,,,,4267-9830 PRESIDENTE
BANFIELD,CASITA DE PLATA,02-066-002-146,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP CASITA DE PLATA,TIMOTEO GORDILLO,1355,LOMAS DE ZAMORA,2,1828,1,,,,,4267-9830 PRESIDENTE
LANUS OESTE,VOLVER A EMPEZAR JUNTOS,02-058-001-331,1110 - Danzas tango,1110 - DANZAS TANGO,VOLVER   A   EMPEZAR  JUNTOS CTRO. DE JYP,ARISTOBULO DEL VALLE,1684,LANUS,2,1826,0,,,,,REF. 4262-1070*
LANUS OESTE,VOLVER A EMPEZAR JUNTOS,02-058-001-331,,1403 - TEATRO,VOLVER   A   EMPEZAR  JUNTOS CTRO. DE JYP,ARISTOBULO DEL VALLE,1684,LANUS,2,1826,0,,,,,REF. 4262-1070*
